TransactionAmount,TransactionDate,CustomerAge,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,TransactionType_Debit,Location_Atlanta,Location_Austin,Location_Baltimore,Location_Boston,Location_Charlotte,Location_Chicago,Location_Colorado Springs,Location_Columbus,Location_Dallas,Location_Denver,Location_Detroit,Location_El Paso,Location_Fort Worth,Location_Fresno,Location_Houston,Location_Indianapolis,Location_Jacksonville,Location_Kansas City,Location_Las Vegas,Location_Los Angeles,Location_Louisville,Location_Memphis,Location_Mesa,Location_Miami,Location_Milwaukee,Location_Nashville,Location_New York,Location_Oklahoma City,Location_Omaha,Location_Philadelphia,Location_Phoenix,Location_Portland,Location_Raleigh,Location_Sacramento,Location_San Antonio,Location_San Diego,Location_San Francisco,Location_San Jose,Location_Seattle,Location_Tucson,Location_Virginia Beach,Location_Washington,CustomerOccupation_Engineer,CustomerOccupation_Retired,CustomerOccupation_Student,Channel_Branch,Channel_Online,CustomerAge_bin,TransactionAmount_bin,CustomerAge_bin_encoded,TransactionAmount_bin_encoded,Cluster
-0.9705457776964131,2023-04-11 16:29:14,1.4198617381496486,-0.5483933775337999,-0.2046294076264745,-0.000315129767123,2024-11-04 08:08:08,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Muda,,0,1,3
0.2689630980830924,2023-06-27 16:44:19,1.307715254857371,0.3079597138762569,-0.2046294076264745,2.2183807457903577,2024-11-04 08:09:35,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Muda,Kecil,0,0,2
-0.5865256317280008,2023-07-10 18:16:08,-1.439873585803431,-0.9052071656213236,-0.2046294076264745,-1.0240913595486316,2024-11-04 08:07:04,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,,,1,1,4
-0.3872937895103424,2023-05-05 16:32:11,-1.0473608942804593,-1.347656262849853,-0.2046294076264745,0.8866936524759148,2024-11-04 08:09:06,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,,,1,1,2
-0.7033745424531488,2023-04-03 17:15:01,-1.4959468274495695,0.7504088111047863,-0.2046294076264745,-1.111505416232241,2024-11-04 08:06:36,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,,1,1,4
-0.9945384802208213,2023-02-15 16:36:48,-0.4305552361729324,0.279414610829255,-0.2046294076264745,2.1049146470276483,2024-11-04 08:10:09,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,,1,1,2
-0.4320619134788525,2023-05-08 17:47:59,1.251642013211232,2.448842442401399,-0.2046294076264745,-0.5945803508242731,2024-11-04 08:10:55,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,Muda,,0,1,5
-0.6551837790375048,2023-03-21 16:59:46,0.354470146873011,-0.4770306199162951,-0.2046294076264745,1.0216828999591487,2024-11-04 08:11:14,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,Muda,,0,1,2
1.773966115776767,2023-03-31 16:06:57,0.5787631134575663,0.008236131882737,-0.2046294076264745,-1.049871411431692,2024-11-04 08:06:32,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Muda,Kecil,0,0,1
-0.9579162381364896,2023-03-14 16:46:10,0.4105433885191498,-0.8623895110508207,-0.2046294076264745,0.6379149971290198,2024-11-04 08:06:45,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,Muda,,0,1,3
-0.3684008197621637,2023-02-06 17:30:00,-1.3277271025111534,0.7646813626282872,-0.2046294076264745,-0.9197959490938808,2024-11-04 08:07:12,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,,,1,1,4
0.6737928918900782,2023-06-07 17:21:28,-1.159507377572737,-0.1202168318287714,-0.2046294076264745,-0.8963919625082934,2024-11-04 08:08:38,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,,Kecil,1,0,0
1.6569118466847907,2023-11-20 16:39:15,-1.0473608942804593,0.0510537864532398,-0.2046294076264745,-1.2634068088295642,2024-11-04 08:07:06,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,Kecil,1,0,0
-0.4472242062296552,2023-02-13 16:53:57,-1.4959468274495695,0.2080518532117503,-0.2046294076264745,-1.235119828441502,2024-11-04 08:10:09,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,,,1,1,4
0.5742967631618986,2023-12-12 16:23:31,-0.4866284778190712,0.1366890955942455,-0.2046294076264745,-0.4228416355328183,2024-11-04 08:12:19,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,,Kecil,1,0,0
0.8835322372104373,2023-10-30 16:52:49,-1.439873585803431,0.550593089775773,-0.2046294076264745,-1.021805102334756,2024-11-04 08:07:35,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,,Kecil,1,0,0
0.6683508951691355,2023-12-14 18:32:14,-0.3184087528806547,1.635307005561845,-0.2046294076264745,-0.0008899015021489,2024-11-04 08:11:51,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,,Kecil,1,0,5
-0.954835862634069,2023-02-21 16:56:50,0.8030560800421215,-0.1915795894462762,-0.2046294076264745,0.7274279970235721,2024-11-04 08:12:01,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,Muda,,0,1,3
-0.7741204998254043,2023-06-08 18:18:50,-1.4959468274495695,0.7075911565342834,-0.2046294076264745,0.3733840039190698,2024-11-04 08:09:20,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,,,1,1,4
-0.8157397955025515,2023-02-28 16:36:58,1.4759349797957872,-1.1621130930443406,-0.2046294076264745,0.1635666611821468,2024-11-04 08:09:24,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,Muda,,0,1,3
-0.7252109821258625,2023-08-11 18:31:31,-0.3744819945267935,-0.3771227592517885,-0.2046294076264745,1.0347820504382,2024-11-04 08:08:13,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,1,1,2
-0.8401089883661441,2023-06-06 18:54:15,-0.3184087528806547,0.008236131882737,-0.2046294076264745,0.9908376721611724,2024-11-04 08:07:01,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,,,1,1,2
-0.5206398223706753,2023-03-02 16:43:56,-1.3277271025111534,-0.3343051046812856,-0.2046294076264745,-0.8166064610400058,2024-11-04 08:07:09,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,,,1,1,4
-0.9931351980474964,2023-10-20 17:53:13,1.1394955299189544,2.234754169548885,-0.2046294076264745,-0.3794438035931144,2024-11-04 08:09:44,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,Muda,,0,1,5
-0.8807699449980937,2023-03-29 16:42:38,-0.4305552361729324,-0.3485776562047866,-0.2046294076264745,-0.6227339020595613,2024-11-04 08:11:59,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,,,1,1,4
-0.5825553699693257,2023-01-24 16:18:32,-0.0380425446499606,1.10722259919231,-0.2046294076264745,-0.8573793309934081,2024-11-04 08:11:22,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,1,1,5
-0.8265211097610229,2023-09-20 16:55:42,-0.9912876526343204,2.334662030213392,-0.2046294076264745,-0.9652439712848602,2024-11-04 08:08:30,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,,,1,1,5
-0.9218758447581704,2023-07-17 17:49:22,0.8030560800421215,-1.4190190204673576,-0.2046294076264745,0.8264991429581763,2024-11-04 08:09:17,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Muda,,0,1,3
-0.8164243233919781,2023-02-06 16:24:24,-0.8791411693420429,1.9635756906023667,-0.2046294076264745,1.2086120111048604,2024-11-04 08:06:58,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,1,1,5
1.985656365581992,2023-03-13 17:23:24,-1.2716538608650143,0.4364126775877655,-0.2046294076264745,-1.2096990088928328,2024-11-04 08:07:50,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,,Kecil,1,0,0
-0.1451078222311547,2023-10-27 16:42:49,0.0180306969961781,-0.9908424747623292,-0.2046294076264745,2.4895908944747385,2024-11-04 08:10:51,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,Muda,,0,1,2
-0.5917622700821156,2023-10-16 16:32:56,0.2423236635807333,-1.062205232379834,-0.2046294076264745,0.1671153634568828,2024-11-04 08:06:23,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,Muda,,0,1,3
-0.7513599475019647,2023-11-21 16:58:44,-1.0473608942804593,0.3650499199702607,-0.2046294076264745,-1.080988629425708,2024-11-04 08:12:18,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,,,1,1,4
0.1299697101349887,2023-01-24 17:17:20,0.5787631134575663,1.378401078138828,-0.2046294076264745,-1.0505103317978597,2024-11-04 08:07:32,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,Muda,Kecil,0,0,5
0.1054636116935108,2023-07-31 18:39:50,1.0273490466266768,-0.0060364196407638,-0.2046294076264745,-0.2026527421129719,2024-11-04 08:07:31,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,Muda,Kecil,0,0,1
-0.9023325735150366,2023-01-09 16:13:21,-0.3744819945267935,-1.4332915719908583,-0.2046294076264745,2.3352775133465027,2024-11-04 08:11:45,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,1,1,2
-0.1924771521794865,2023-04-20 18:57:43,0.6909095967498439,-0.0488540742112667,-0.2046294076264745,2.115257972312869,2024-11-04 08:09:03,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Muda,,0,1,2
-0.8294303532910866,2023-04-12 16:03:37,-1.439873585803431,-0.0345815226877657,-0.2046294076264745,-1.2500382340997198,2024-11-04 08:08:03,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,,,1,1,4
0.0227726426507581,2023-07-26 16:52:28,-0.9912876526343204,-1.2334758506618453,-0.2046294076264745,-1.0891996542117928,2024-11-04 08:09:53,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,,Kecil,1,0,0
0.4710015046474005,2023-10-04 17:49:29,1.6441547047342038,-0.4199404138222913,-0.2046294076264745,-0.1129421644345043,2024-11-04 08:11:12,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,Muda,Kecil,0,0,1
